Category,Title,Price GHS,Price Raw,Period,Condition,Tags,Region,Area,Location,URL,Source,Scraped Date
Mobile Phones & Tablets,Apple iPhone 13 Pro Max 128 GB Blue,5590.0,"GH₵ 5,590",,Used,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgjpZg2m1c7bSWhwK7KmLS8Piu-apple-iphone-13-pro-max-128-gb-blue.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Apple iPhone 14 128 GB Blue,4500.0,"GH₵ 4,500",,Used,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgW8uPEPwfoovNO1GcSbg7YFLZ-apple-iphone-14-128-gb-blue.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,New Samsung Galaxy S20 FE 128 GB Black,1850.0,"GH₵ 1,850",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCh3ILAsEAhqI3TYbgbYGMd2qd7-new-samsung-galaxy-s20-fe-128-gb-black.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Motorola Moto G 5G 128 GB Gray,1800.0,"GH₵ 1,800",,Used,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgsXcttN2XVAh8t5VMBp7vSCzR-motorola-moto-g-5g-128-gb-gray.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,New Samsung Galaxy A14 128 GB White,1200.0,"GH₵ 1,200",,Brand New,Brand New,Greater Accra,Circle,"Greater Accra, Circle",https://tonaton.com/a-MfYFNdCgeU2qLYD7Kt9lHkOYrUaGToMD-new-samsung-galaxy-a14-128-gb-white.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,New Google Pixel 7 Pro 128 GB Black,3850.0,"GH₵ 3,850",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgoofx3VNGwkCl8rGmNwLeoMM9-new-google-pixel-7-pro-128-gb-black.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,New Samsung Galaxy S9 Plus 128 GB Black,2200.0,"GH₵ 2,200",,Brand New,Brand New,Greater Accra,Circle,"Greater Accra, Circle",https://tonaton.com/a-MfYFNdCgLZ2cdpAWYaxK2GibeecM3hcp-new-samsung-galaxy-s9-plus-128-gb-black.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Huawei P30 Pro 128 GB Blue,1600.0,"GH₵ 1,600",,Used,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgAbGerkm3TsAMah46y8WhbXsN-huawei-p30-pro-128-gb-blue.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Samsung Galaxy S22 5G 256 GB Pink,3200.0,"GH₵ 3,200",,Used,Used,Greater Accra,Circle,"Greater Accra, Circle",https://tonaton.com/a-MfYFNdCgdDl6jNdLf8EZ9iOUR6ZYWAaN-samsung-galaxy-s22-5g-256-gb-pink.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Huawei P Smart 128 GB Black,590.0,GH₵ 590,,Used,Used,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgOBGGio7fgZR8W4PAdprz4wjd-huawei-p-smart-128-gb-black.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,New Google Pixel 6 Pro 256 GB White,3790.0,"GH₵ 3,790",,Brand New,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",https://tonaton.com/a-MfYFNdCgSKbLHLkVblWAbzMluFW6GSac-new-google-pixel-6-pro-256-gb-white.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Motorola Moto G Stylus 5G (2024) 128 GB Blue,2350.0,"GH₵ 2,350",,Used,Used,Greater Accra,Accra New Town,"Greater Accra, Accra New Town",https://tonaton.com/a-MfYFNdCgfhxWNybbbubhFeuUfm1pZRPL-motorola-moto-g-stylus-5g-2024-128-gb-blue.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Huawai P20 Pro Case,250.0,GH₵ 250,,Brand New,Brand New,Greater Accra,Circle,"Greater Accra, Circle",https://tonaton.com/a-MfYFNdCgAqXB3SYgnVdQ0OrHubWjfuNu-huawai-p20-pro-case.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Google Pixel 9 128 GB Pink,7400.0,"GH₵ 7,400",,Used,Used,Greater Accra,Circle,"Greater Accra, Circle",https://tonaton.com/a-MfYFNdCgQLtAEICWHUq4gQUC3n9HxWcU-google-pixel-9-128-gb-pink.html,Tonaton Ghana (tonaton.com),2026-04-27
Mobile Phones & Tablets,Apple iPhone XR 64 GB Yellow,1800.0,"GH₵ 1,800",,Used,Used,Greater Accra,Asylum Down,"Greater Accra, Asylum Down",https://tonaton.com/a-MfYFNdCgB0oB1oR29dVVEyOwkI1ocp3y-apple-iphone-xr-64-gb-yellow.html,Tonaton Ghana (tonaton.com),2026-04-27
